benchmark,method,seed,target_label,asr_denominator,clean_set_name,clean_set_size,probe_n,bank_tprobe_name,bank_teval_name,bank_tholdout_name,bank_tprobe_size,bank_teval_size,bank_tholdout_size,bank_tprobe_sha256,bank_teval_sha256,bank_tholdout_sha256,checkpoint_path,checkpoint_sha256,config_hash,budget,hyperparameters_json,clean_acc_pct,w_asr_tprobe_pct,w_asr_teval_pct,w_asr_tholdout_pct,per_trigger_asr_path,runtime_seconds,status,failure_reason,selected
cifar10_rn18,none,1,0,non_target,test,10000,512,tprobe,teval,tholdout,8,16,16,3ff69f3358124683c61eb7d6c19eb5aeb72ebd065f84d6ecb4c12af98113012f,d6c84612e28dc82b0b8c33f0b9842e538094f8d23cf44fb496ab46a0786c620e,df3e68567201d143c4e1a8e5671f44b0d46029ddb35144239c037808721235ad,backdoored.pth,916b8125383a32975b52c4c2ea86791d65ea6232c48bf55f954abb28be1012e7,none_locked_eval,-,{},91.28,,25.333333333333332,23.622222222222224,"{""teval"": ""per_trigger_teval.csv"", ""tholdout"": ""per_trigger_tholdout.csv""}",0.0,ok,,True
