benchmark,method,seed,target_label,asr_denominator,clean_set_name,clean_set_size,probe_n,bank_tprobe_name,bank_teval_name,bank_tholdout_name,bank_tprobe_size,bank_teval_size,bank_tholdout_size,bank_tprobe_sha256,bank_teval_sha256,bank_tholdout_sha256,checkpoint_path,checkpoint_sha256,config_hash,budget,hyperparameters_json,clean_acc_pct,w_asr_tprobe_pct,w_asr_teval_pct,w_asr_tholdout_pct,per_trigger_asr_path,runtime_seconds,status,failure_reason,selected
cifar10_rn18,nc,1,0,non_target,test,10000,512,tprobe,teval,tholdout,8,16,16,3ff69f3358124683c61eb7d6c19eb5aeb72ebd065f84d6ecb4c12af98113012f,d6c84612e28dc82b0b8c33f0b9842e538094f8d23cf44fb496ab46a0786c620e,df3e68567201d143c4e1a8e5671f44b0d46029ddb35144239c037808721235ad,nc_653841d421e99cf4fbb4e2ea1cb4e65225743cb74d321692529822b1571103f1.pth,3260131c5643cd8abee54dbbbe992cd2578881ff35ca8fc580e43460a05f5b1a,653841d421e99cf4fbb4e2ea1cb4e65225743cb74d321692529822b1571103f1,"inversion_steps=2000,mitigation_epochs=5","{""candidate_targets"": [0], ""inversion_lr"": 0.3, ""inversion_steps"": 2000, ""mask_reg"": 0.001, ""mitigation_batch_size"": 128, ""mitigation_epochs"": 5, ""mitigation_lr"": 0.0003, ""mitigation_weight_decay"": 0.0, ""optimizer"": ""AdamW"", ""restart_seed"": 1}",83.25,6.211111111111111,5.877777777777778,5.4222222222222225,per_trigger_tprobe.csv,26.346,ok,,True
