round,phase,bank_size,added_this_round,clean_acc_pct,w_asr_opt_pct,w_asr_teval_pct,w_asr_tholdout_pct,stopped
1,pre,21,12,90.45,8.688888888888888,7.322222222222222,5.055555555555555,0
1,post,21,12,88.87,0.5444444444444444,0.15555555555555556,0.3111111111111111,0
