benchmark,method,seed,target_label,asr_denominator,clean_set_name,clean_set_size,probe_n,bank_tprobe_name,bank_teval_name,bank_tholdout_name,bank_tprobe_size,bank_teval_size,bank_tholdout_size,bank_tprobe_sha256,bank_teval_sha256,bank_tholdout_sha256,checkpoint_path,checkpoint_sha256,config_hash,budget,hyperparameters_json,clean_acc_pct,w_asr_tprobe_pct,w_asr_teval_pct,w_asr_tholdout_pct,per_trigger_asr_path,runtime_seconds,status,failure_reason,selected
cifar10_rn18,fp,1,0,non_target,test,10000,512,tprobe,teval,tholdout,8,16,16,3ff69f3358124683c61eb7d6c19eb5aeb72ebd065f84d6ecb4c12af98113012f,d6c84612e28dc82b0b8c33f0b9842e538094f8d23cf44fb496ab46a0786c620e,df3e68567201d143c4e1a8e5671f44b0d46029ddb35144239c037808721235ad,fp_ee144bcfc4a1da43acd9a37446685e8475518e3f7848219d52b5bf15941c7b8b.pth,bdc3d2e09f20bf4c3f3cf2d554b4a1c5a883886913650b98678e34d71319a283,ee144bcfc4a1da43acd9a37446685e8475518e3f7848219d52b5bf15941c7b8b,epochs=5,"{""batch_size"": 128, ""fine_tune_epochs"": 5, ""lr"": 0.001, ""optimizer"": ""AdamW"", ""prune_ratio"": 0.15, ""prune_scope"": ""layer4"", ""scheduler"": ""cosine"", ""weight_decay"": 0.0}",93.17,15.866666666666667,18.27777777777778,17.7,per_trigger_tprobe.csv,29.808,ok,,True
cifar10_rn18,fp,1,0,non_target,test,10000,512,tprobe,teval,tholdout,8,16,16,3ff69f3358124683c61eb7d6c19eb5aeb72ebd065f84d6ecb4c12af98113012f,d6c84612e28dc82b0b8c33f0b9842e538094f8d23cf44fb496ab46a0786c620e,df3e68567201d143c4e1a8e5671f44b0d46029ddb35144239c037808721235ad,fp_19143486834e750f2d70383bcb797b9a892a8bca0c6e8414688b50bd52b0fdb9.pth,ab9f3ace221b36bf73225e2c4d7e6d586aaa5d337e77dde1d66f64ef6a567add,19143486834e750f2d70383bcb797b9a892a8bca0c6e8414688b50bd52b0fdb9,epochs=5,"{""batch_size"": 128, ""fine_tune_epochs"": 5, ""lr"": 0.0003, ""optimizer"": ""AdamW"", ""prune_ratio"": 0.05, ""prune_scope"": ""layer3_layer4"", ""scheduler"": ""cosine"", ""weight_decay"": 0.0}",93.5,13.811111111111112,16.455555555555556,15.144444444444444,per_trigger_tprobe.csv,25.497,ok,,True
