seed,target_label,asr_primary_denominator,vaccinate,clean_acc_pct_original,clean_acc_pct_pre_av,clean_acc_pct_post_av,w_asr_tprobe_pct_original,w_asr_tprobe_pct_pre_av,w_asr_tprobe_pct_post_av,w_asr_teval_pct_original,w_asr_teval_pct_pre_av,w_asr_teval_pct_post_av,w_asr_tholdout_pct_original,w_asr_tholdout_pct_pre_av,w_asr_tholdout_pct_post_av,w_asr_incident_pct_original,w_asr_incident_pct_pre_av,w_asr_incident_pct_post_av,w_asr_opt_pct_original,w_asr_opt_pct_pre_av,w_asr_opt_pct_post_av,tstart_size,texpanded_size,n_patch_edits_applied,n_rounds_requested,n_round_rows_logged,expanded_bank_json,output_dir
1,0,non_target,True,91.28,90.45,88.87,99.34444444444445,5.955555555555556,0.2555555555555556,99.46666666666667,7.322222222222222,0.15555555555555556,99.67777777777778,5.055555555555555,0.3111111111111111,95.54444444444444,0.6666666666666667,0.03333333333333333,97.75555555555555,0.9222222222222222,0.5444444444444444,9,21,8,4,2,experiment_output\paper_fixedbank_v3\cifar10_rn18_badnets_randpos_seed1_pr0p1_t0_sz3_c1p0_1p0_1p0_inc29_29\auto_vaccination_revised_rerun_anti08\expanded_bank.json,experiment_output\paper_fixedbank_v3\cifar10_rn18_badnets_randpos_seed1_pr0p1_t0_sz3_c1p0_1p0_1p0_inc29_29\auto_vaccination_revised_rerun_anti08
