stage,seed,target_label,asr_primary_denominator,optimization_bank_name,clean_acc_pct_original,clean_acc_pct_stage_start,clean_acc_pct_final,w_asr_opt_pct_original,w_asr_opt_pct_stage_start,w_asr_opt_pct_final,w_asr_teval_pct_original,w_asr_teval_pct_stage_start,w_asr_teval_pct_final,w_asr_tholdout_pct_original,w_asr_tholdout_pct_stage_start,w_asr_tholdout_pct_final,w_asr_incident_pct_original,w_asr_incident_pct_stage_start,w_asr_incident_pct_final,n_edits_total,n_channel_bundle_edited,n_residual_bundle_edited,candidate_source,total_timesteps,probe_n,variant_dir
post_av,1,0,non_target,expanded,91.28,90.53,90.24,99.62222222222222,13.3,3.2444444444444445,99.46666666666667,11.655555555555555,1.2222222222222223,99.67777777777778,8.733333333333333,1.6666666666666667,95.54444444444444,0.7777777777777778,0.28888888888888886,9,7,2,edge_bundle_jsonl,30000,512,experiment_output\paper_fixedbank_v3\cifar10_rn18_badnets_randpos_seed1_pr0p1_t0_sz3_c1p0_1p0_1p0_inc29_29\rl_patching_revised\post_av_rerun_anti08\post_av\seed_1
